店號,店名,地址,縣市
190916,南西,台北市大同區南京西路296號298號1樓,台北市
190927,漢陽,台北市萬華區昆明街197號199號1樓,台北市
190938,延埕,台北市大同區延平北路二段159號161號,台北市
192576,鑫忠孝,台北市大安區忠孝東路四段313號1樓,台北市
192875,港勝,台北市南港區經貿二路2號B1樓,台北市
193030,森吉,台北市中山區林森北路624號626號1樓,台北市
193041,京山,台北市中山區南京東路二段100號1樓,台北市
193236,京寶,台北市松山區南京東路五段291巷4之1號4之2號,台北市
193247,慶林,台北市信義區虎林街151號153號1樓,台北市
193384,建綸,台北市大安區仁愛路四段151巷33號忠孝東路四段216巷32弄19號21號,台北市
193524,港麗,台北市南港區忠孝東路七段369號2樓,台北市
193557,八德,台北市中正區臨沂街1號1樓,台北市
193661,龍和,台北市大安區和平東路二段197號199號1樓,台北市
193731,鑫成,台北市士林區至誠路二段82號1樓,台北市
193960,科興,台北市大安區復興南路二段271巷2號1樓,台北市
194077,萬濠,台北市中山區敬業四路1號1樓,台北市
194206,同州,台北市中正區同安街62號1樓,台北市
194572,復錦,台北市中山區復興北路348號1樓,台北市
194642,復星,台北市松山區復興北路15之16號1樓,台北市
194756,商城,台北市北投區裕民六路111號113號1樓,台北市
194871,龍門,台北市大安區和平東路二段38之1號40號1樓,台北市
194882,安美,台北市內湖區石潭里安康路32巷24弄22號1樓,台北市
195003,政新,台北市文山區新光路一段10號12號14號1樓及B1,台北市
195139,青年,台北市萬華區青年路188號1樓,台北市
195210,德瑞,台北市內湖區洲子街70號1樓,台北市
195416,東吳,台北市士林區臨溪路70號,台北市
195438,華碩二,台北市北投區立德路115號3樓,台北市
195519,東湖,台北市內湖區五分街62號,台北市
195623,昆嵋,台北市萬華區峨嵋街74號1樓,台北市
195737,京饌,台北市士林區大東路15-6號15-7號1樓,台北市
195760,森美,台北市大安區信義路三段65號1樓,台北市
195807,富比世,台北市信義區松仁路246號248號1樓,台北市
195900,珍饌,台北市士林區文林路126號1樓,台北市
195955,忠隆,台北市信義區忠孝東路五段71巷6號1樓,台北市
196039,昆明,台北市萬華區昆明街76之1號1樓,台北市
196040,松聯,台北市信義區忠孝東路四段559巷24號1樓,台北市
196084,百齡,台北市北投區石牌路一段37號,台北市
196198,世成,台北市文山區木柵路一段111號1樓(世新大管院),台北市
196246,羅昌,台北市中正區南昌路二段206號1樓,台北市
196268,卓聯,台北市大安區羅斯福路四段1號1樓卓聯大樓,台北市
196660,大吉,台北市中山區吉林路97號99號1樓,台北市
196752,森華,台北市中山區林森北路587號1樓,台北市
197032,明水,台北市中山區明水路636號樂群三路1號,台北市
197043,墘都,台北市內湖區內湖路一段669號,台北市
197124,華藏,台北市萬華區西藏路107號107之1號1樓,台北市
197135,松京,台北市中山區南京東路二段144號1樓,台北市
197157,大埔,台北市中正區和平西路二段152號152之1號154號154之1號,台北市
197191,行天,台北市中山區農安街178號,台北市
197205,雙全,台北市北投區中庸里大業路715-717號,台北市
197227,瓏山林,台北市內湖區康樂街125巷2號,台北市
197272,萬和,台北市萬華區萬大路182號184號,台北市
197353,懷生,台北市大安區忠孝東路三段248巷9號,台北市
197375,港捷,台北市南港區經貿二路1號,台北市
197515,銘傳,台北市士林區中山北路五段250號,台北市
197559,捷盟,台北市萬華區漢中街51號,台北市
197560,統佳,台北市中山區松江路237號1樓,台北市
197652,京佳,台北市松山區南京東路五段229號231號1樓,台北市
197685,薇美,台北市中山區敬業三路11號1樓,台北市
197700,湧久,台北市大同區延平北路四段157號159號,台北市
197733,鑫國泰,台北市信義區忠孝東路五段68號24樓,台北市
197744,金信,台北市大安區金山南路二段18號1樓,台北市
197755,毓鄰,台北市內湖區新湖二路160號162號1樓,台北市
197766,金鑽,台北市中山區民權西路66號,台北市
198275,日安,台北市士林區文林路444號1樓,台北市
198677,承華,台北市大同區承德路一段22號,台北市
198758,捷忠,台北市信義區忠孝東路五段617號,台北市
198781,松信,台北市信義區松信路148號1樓,台北市
198817,天真,台北市士林區中山北路七段141巷6之1號1樓,台北市
199186,見晴,台北市內湖區瑞光路196號,台北市
199245,南海,台北市中正區南海路50號,台北市
199256,鑫仰德,台北市士林區仰德大道三段68號70號,台北市
199267,敦化,台北市松山區民權東路三段160巷9號1樓,台北市
199441,汀州,台北市中正區汀州路一段129號,台北市
200561,康喜,台北市文山區興隆路三段42號,台北市
200594,康葫,台北市內湖區民權東路六段296巷3號1樓,台北市
200620,鑫站,台北市大同區長安西路52之1號B1,台北市
200804,鑫德惠,台北市中山區德惠街15號1樓,台北市
200815,天東,台北市士林區中山北路七段14巷2-1號,台北市
200848,延吉,台北市大安區延吉街237號,台北市
200871,革新,台北市信義區永吉路32號34號,台北市
200907,新東宮,台北市信義區松山路455號,台北市
200929,誠義,台北市士林區忠誠路一段126號,台北市
200930,洲美,台北市士林區延平北路六段505號,台北市
200963,林森北,台北市中山區林森北路380之1號1樓,台北市
201014,寶湖,台北市內湖區民權東路六段180巷6號1樓,台北市
201047,留公,台北市信義區福德街247號249號,台北市
201081,統家,台北市大安區忠孝東路四段216巷27弄1號1樓,台北市
201106,玉成,台北市南港區西新里南港路三段3號1樓,台北市
201117,信福,台北市信義區福德街308號310巷1號,台北市
202497,鑫衡陽,台北市中正區衡陽路6號1樓,台北市
202501,佳樂,台北市南港區南港路一段303號305號307號1樓,台北市
202512,英雄館,台北市中正區長沙街一段20號1樓,台北市
202534,哈蜜,台北市大同區重慶北路三段309、311號1樓,台北市
833077,原中,台北市中山區中原街121號1樓、新生北路三段3巷41號2樓,台北市
833239,金山,台北市中正區金山南路一段108號,台北市
833332,關渡,台北市北投區知行路282號,台北市
833468,農安,台北市中山區農安街28-2號,台北市
844860,晉江,台北市中正區和平西路一段26號,台北市
846604,雙環,台北市萬華區環河南路二段207號,台北市
851721,一德,台北市北投區中央北路四段513號,台北市
855354,添恩,台北市文山區指南路三段8號10號,台北市
855398,木柵,台北市文山區木柵路二段157號,台北市
855572,和安,台北市大安區和平東路三段230號,台北市
860770,成功,台北市內湖區成功路二段252號,台北市
863698,豫銘,台北市大安區大安路二段102號,台北市
864325,德成,台北市內湖區內湖路二段366號,台北市
864864,錦龍,台北市中山區龍江路281-1號,台北市
865362,師大,台北市大安區師大路87號,台北市
865454,奇岩,台北市北投區崇仁路一段76號,台北市
865694,晶華,台北市中山區林森北路262號,台北市
865834,中福,台北市中山區民生東路二段113號,台北市
865890,長北,台北市中山區長春路11號,台北市
865926,稻江,台北市中山區新生北路三段35號,台北市
870504,道生,台北市信義區新仁里東興路57號,台北市
872832,華岡,台北市士林區光華路26巷7-1號,台北市
874230,林森,台北市中山區林森北路500號,台北市
874252,華山,台北市中正區忠孝東路一段138號,台北市
874388,曾德,台北市中山區錦州街21-2號,台北市
874573,致遠,台北市北投區石牌路一段126號,台北市
874872,統全,台北市中正區汀州路三段249號,台北市
875200,木新,台北市文山區木新路二段255號,台北市
882482,科建,台北市大安區建國南路一段28號30號,台北市
882792,晏揚,台北市內湖區康寧路三段99巷14號,台北市
883223,松饒,台北市松山區慈祐里八德路四段767號769號,台北市
883544,金恩,台北市文山區指南路二段149號,台北市
883865,新寶,台北市中山區建國北路一段136號,台北市
885609,萬芳,台北市文山區萬安街23號25號,台北市
886059,東崙,台北市中山區八德路二段282號,台北市
886222,桂林,台北市萬華區桂林路160號,台北市
890900,福志,台北市士林區雨農路25號,台北市
891176,靜中,台北市大同區寧夏路71號,台北市
894359,辛亥,台北市大安區辛亥路二段57號,台北市
895020,建南,台北市大安區建國南路二段151巷6之8號,台北市
896067,統聯,台北市中正區忠孝東路二段130-2號130-3號,台北市
896160,福芝,台北市士林區福國路94號,台北市
896241,東榮,台北市松山區民生東路五段65號,台北市
896458,耀港,台北市南港區研究院路一段99號1樓之14,台北市
896539,昆陽,台北市南港區忠孝東路六段448號,台北市
900474,萬翔,台北市中正區公園路13號,台北市
900636,德福,台北市內湖區成功路四段30巷27號29號31號,台北市
900913,康醫,台北市內湖區成功路五段420巷30號,台北市
901293,立仁,台北市大安區安和路二段74巷1號,台北市
901570,福溢,台北市士林區德行西路96號,台北市
902805,慈愛,台北市南港區重陽路164號,台北市
902861,德馨,台北市內湖區洲子街46號,台北市
902908,風復,台北市松山區復興南路一段43號,台北市
903244,瑞寶,台北市內湖區瑞光路583巷27號1樓,台北市
905815,景中,台北市文山區景文里景文街96號98號,台北市
906209,樂得,台北市松山區復興北路35號,台北市
906564,松仁,台北市信義區松仁路213號,台北市
906782,春城,台北市中山區長春路135號135之1號,台北市
913621,馨瑩,台北市內湖區內湖路一段91巷2號,台北市
915270,復旦,台北市松山區敦化南路一段5號,台北市
915568,龍延,台北市大安區師大路59巷13號,台北市
916527,清愿,台北市松山區八德路二段439號,台北市
916572,長松,台北市中山區松江路65號,台北市
916712,敦安,台北市大安區安和路一段86號,台北市
921633,大信,台北市大安區信義路三段33號,台北市
921965,羅亭,台北市中正區羅斯福路二段68號,台北市
922197,開寧,台北市萬華區西寧南路16號,台北市
928357,吉安,台北市中山區吉林路365號367號,台北市
928427,文大,台北市士林區格致路57號,台北市
928531,振華,台北市北投區石牌路二段80號82號,台北市
929006,欣旺,台北市中山區北安路604號606號,台北市
929110,靜安,台北市大安區光復南路262號,台北市
930637,光東,台北市信義區忠孝東路五段524巷1弄1號,台北市
931607,莊福,台北市中山區長春路168號,台北市
932910,中樂,台北市中正區延平南路47號,台北市
934891,迪化,台北市大同區民生西路343號345號,台北市
935805,光中,台北市北投區光明路122號,台北市
936196,仟發,台北市大同區民生西路95號97號,台北市
936244,公館,台北市北投區公館路31號,台北市
936255,薇閣,台北市北投區中央北路一段108號,台北市
936336,瑞安,台北市大安區瑞安街182號,台北市
942722,新羅福,台北市中正區羅斯福路三段82號,台北市
944795,和泰,台北市大安區和平東路一段169號,台北市
946230,京都,台北市中山區林森北路411號,台北市
946883,北科大,台北市大安區忠孝東路三段1號(台北科技大學大川堂),台北市
946919,崇光,台北市大安區復興南路一段135巷5號,台北市
948502,康寧,台北市內湖區康寧路三段26巷1號,台北市
948649,明德,台北市北投區明德路114號,台北市
951195,榮鑫,台北市中山區建國北路三段91號,台北市
952040,新紹南,台北市中正區信義路一段13-1號,台北市
952615,新潭美,台北市內湖區新明路425號427號,台北市
955348,士東,台北市士林區士東路48號,台北市
956134,同昌,台北市中正區南昌路二段173號,台北市
956156,春森,台北市中山區長春路67號,台北市
956248,頂東,台北市大安區大安路一段43號,台北市
956260,寧波,台北市中正區寧波西街3號,台北市
956673,榮金,台北市中山區龍江路384巷1號,台北市
956732,錦北,台北市中山區錦州街8號,台北市
956743,華經,台北市內湖區行忠路30號,台北市
957193,福捷,台北市士林區中正路235巷14號,台北市
957229,萬忠,台北市萬華區東園街28巷58號,台北市
957241,龍普,台北市大安區敦化南路一段233巷25號,台北市
957285,吉忠,台北市大安區延吉街72號,台北市
957366,新文,台北市士林區文昌路64號,台北市
957827,新峨嵋,台北市萬華區峨嵋街111之2號之3號,台北市
958107,撫順,台北市中山區中山北路三段23-6號,台北市
959122,豐安,台北市大安區東豐街9號,台北市
959155,信中,台北市大安區信義路三段101號,台北市
960074,崑崙,台北市中山區中山北路一段105巷13號,台北市
960096,長津,台北市中山區長安東路一段12號,台北市
960339,捷戰,台北市中正區忠孝西路一段50-1號(捷運地下街),台北市
960340,新寧南,台北市萬華區西寧南路80號,台北市
960513,至善天,台北市士林區至善路二段264號,台北市
960638,港鑫,台北市內湖區內湖路一段737巷35號,台北市
960661,中崙,台北市松山區八德路三段27號,台北市
960753,富邦,台北市北投區實踐街22號24號,台北市
960775,草山,台北市士林區格致路28號,台北市
960948,至誠,台北市士林區至誠路二段31號,台北市
960993,北福興,台北市文山區興旺里福興路20號,台北市
961000,惠安,台北市信義區惠安里吳興街520號,台北市
961055,南京,台北市松山區南京東路三段303巷5號,台北市
961217,信興,台北市大安區信義路四段32號,台北市
961295,民有,台北市松山區民權東路三段108號,台北市
961424,羅捷,台北市文山區景行里羅斯福路六段391號,台北市
961527,庄研,台北市南港區研究院路二段152號,台北市
961848,成湖,台北市內湖區成功路四段346號,台北市
962139,金雲,台北市內湖區星雲街136號,台北市
962184,新國聯,台北市大安區光復南路180巷12號,台北市
962209,新豪美,台北市北投區文林北路98號100號,台北市
962346,仙岩,台北市文山區仙岩路18號,台北市
962391,西湖,台北市內湖區內湖路一段321號,台北市
962416,金德,台北市內湖區金龍路5號1F,台北市
962483,石捷,台北市北投區石牌路二段8號,台北市
962542,大龍,台北市大同區昌吉街72號74號76號,台北市
962601,花市,台北市大安區建國南路一段274號,台北市
963305,義村,台北市大安區忠孝東路三段160號,台北市
963556,興貿,台北市信義區景新里莊敬路178巷2號,台北市
964869,紫新,台北市內湖區成功路三段201號1樓,台北市
964995,擎天崗,台北市北投區湖山路一段12號,台北市
965079,樂安,台北市大安區樂業街71號73號,台北市
965194,信嘉,台北市信義區嘉興街181巷21號,台北市
966164,中興醫,台北市大同區鄭州路145號B1,台北市
966278,新福慶,台北市士林區基河路1號1樓(部份),台北市
968388,文儀,台北市文山區木新路三段54號56號,台北市
968643,清湖,台北市內湖區金湖路49號1樓,台北市
970288,教育大,台北市大安區敦南街38號,台北市
970428,佑安,台北市大安區忠孝東路三段217巷1弄2號,台北市
970749,鑫長安,台北市中山區長安東路一段53巷1之3號,台北市
970901,信醫,台北市信義區吳興街346號348號,台北市
971672,鑫太原,台北市大同區太原路40號42號44號,台北市
971867,鑫東一,台北市中山區一江街11號13號,台北市
971890,鑫公信,台北市中正區信陽街2-1號,台北市
972321,鑫杭,台北市中正區杭州南路一段23號,台北市
972479,懷得,台北市北投區懷德街85號1樓,台北市
972594,長星,台北市大安區基隆路三段85號,台北市
972778,松運,台北市中山區松江路101號,台北市
972893,鑫碁泰,台北市內湖區康寧路三段63號65號67號,台北市
975054,興芳,台北市文山區興光里興隆路三段173-175號,台北市
975087,敦南,台北市大安區敦化南路一段236巷13號,台北市
975434,康明,台北市內湖區康寧路三段165巷23弄1號,台北市
975630,通化,台北市大安區通化街26之8號,台北市
975663,世運,台北市萬華區昆明街81號83號,台北市
975788,台大,台北市中正區林森南路53號55號,台北市
975847,景興,台北市文山區景興路113號115號,台北市
975869,建忠,台北市大安區忠孝東路三段249號,台北市
975906,威京,台北市松山區八德路四段151號,台北市
975951,華雙,台北市萬華區環河南路二段252號,台北市
975962,仁安,台北市大安區仁愛路四段27巷1號,台北市
975973,禾光,台北市大安區和平東路二段63號1樓,台北市
976286,天越,台北市士林區天母東路50巷25號,台北市
976633,聯坊,台北市南港區東新街118巷1號,台北市
977290,圓慶,台北市大同區南京西路127號,台北市
977359,仕吉,台北市大安區忠孝東路四段223巷42號,台北市
978628,林坊,台北市南港區東新街80巷1號,台北市
978798,北醫,台北市信義區吳興街252號,台北市
980355,鑫江南,台北市內湖區文德路6號1樓,台北市
980436,天富,台北市北投區富貴一路3號1樓,台北市
981901,宏泰,台北市信義區松仁路91-1號1樓,台北市
982661,權鑫,台北市大同區民權西路157之1號1樓,台北市
982915,日內瓦,台北市內湖區瑞光路76巷59號1樓,台北市
985246,欣安和,台北市大安區安和路一段47號,台北市
985279,松鑫,台北市中山區松江路208號,台北市
985280,新雲,台北市中正區三愛里連雲街81號,台北市
985707,瑞鑫,台北市內湖區瑞光路580號,台北市
985718,景捷,台北市文山區景福街252號,台北市
988016,嘉馥,台北市信義區信義路六段11號,台北市
988326,豫鋒,台北市士林區大南路322號,台北市
990053,新安康,台北市文山區木柵路二段88號90號1樓,台北市
990352,松禾,台北市松山區塔悠路31號33號,台北市
990673,新復勢,台北市松山區八德路三段200號202號1樓,台北市
991182,馥樺,台北市南港區三重路23號1樓,台北市
991551,京發,台北市松山區南京東路五段139之4及139之8號,台北市
991562,中華電,台北市中正區信義路一段21-3號B1樓,台北市
991584,威克,台北市中山區南京東路三段208號1樓,台北市
991702,松家,台北市信義區松山路608號610號,台北市
991850,長鴻,台北市內湖區大湖山莊街219巷6號8號1樓,台北市
991894,台師大,台北市文山區汀州路四段88號行政大樓1樓,台北市
992130,漢中,台北市萬華區漢中街185號187號,台北市
992336,德倫,台北市大同區承德路三段240號242號1樓,台北市
992370,福順,台北市士林區重慶北路四段149號151號1樓,台北市
992381,福通,台北市士林區大南路400號402號1樓,台北市
992945,社中,台北市士林區社中街320號322號1樓,台北市
992967,酒泉,台北市大同區重慶北路三段260號1-2樓,台北市
993041,松高,台北市信義區基隆路一段141號1樓,台北市
993454,清江,台北市北投區公館路165號1樓,台北市
993649,和信醫,台北市北投區立德路125號1樓,台北市
993720,春天,台北市北投區泉源路12-1號1樓,台北市
993742,昌吉,台北市大同區承德路三段60號60-1號,台北市
996110,鑫大孝,台北市中正區黎明里重慶南路一段1-1號一樓,台北市
996143,試院,台北市文山區木柵路一段139號,台北市
996154,鳳翔,台北市大安區忠孝東路四段216巷68號,台北市
996372,鑫武昌,台北市萬華區武昌街二段57號1樓,台北市
996523,篷萊,台北市大同區寧夏路131-1號,台北市
996534,潤泰,台北市中山區八德路二段314號,台北市
996637,和業,台北市北投區中和街10號,台北市
996741,元大,台北市中山區遼寧街110號1樓,台北市
997571,聚鑫,台北市士林區延平北路六段350號,台北市
999083,匯陽,台北市內湖區陽光街383號,台北市
999751,伊東,台北市中山區伊通街30號1樓,台北市
